0,1,2500000
1,1,700
2,1,2129
3,1,520
4,1,4430
5,1,2820
6,1,90
7,1,120
8,1,5280
9,1,720
10,1,560
11,1,11030
12,1,5180
13,1,630
14,1,170
15,1,1130
16,1,840
17,1,700
18,1,9310
19,1,2920
20,1,4780
21,1,3940
22,1,7360
23,1,3479
24,1,1170
25,1,50929
26,1,11240
27,1,2860
28,1,8800
29,1,40
30,1,619
31,1,1200
32,1,21440
33,1,770
34,1,1030
35,1,40
36,1,26860
37,1,280
38,1,309
39,1,40
40,1,520
41,1,450
42,1,1040
43,1,760
44,1,3990
45,1,2220
46,1,100
47,1,15480
48,1,200
49,1,60
50,1,21250
51,1,320
52,1,250
53,1,220
54,1,100
55,1,120
56,1,120
57,1,740
58,1,309
59,1,90
60,1,720
61,1,4870
62,1,500
63,1,160
64,1,49859
65,1,900
66,1,5320
67,1,16040
68,1,2779
69,1,41590
70,1,80
71,1,32640
72,1,480
73,1,1980
74,1,117280
75,1,2060
76,1,250
77,1,4090
78,1,5910
79,1,19640
80,1,3110
81,1,9619
82,1,719
83,1,3959
84,1,100
85,1,1260
86,1,40
87,1,1310
88,1,469
89,1,620
90,1,4770
91,1,4240
92,1,340
93,1,740
94,1,349
95,1,100
96,1,1620
97,1,21049
98,1,7560
99,1,1420
100,1,480
101,1,23800
102,1,519200
103,1,680
104,1,3629
105,1,3930
106,1,8680
107,1,1040
108,1,124670
109,1,900
110,1,700
111,1,2379
112,1,3160
113,1,300
114,1,7600
115,1,360
116,1,300
117,1,460
118,1,27340
119,1,980
120,1,1389
121,1,300
122,1,6800
123,1,4079
124,1,120
125,1,1660
126,1,1560
127,1,5330
128,1,800
129,1,179
130,1,80
131,1,1180
132,1,940
133,1,420
134,1,919
135,1,6850
136,1,460
137,1,1620
138,1,1469
139,1,170
140,1,8790
141,1,1880
142,1,102260
143,1,60
144,1,107320
145,1,1250
146,1,25460
147,1,10960
148,1,182310
149,1,120
150,1,409
151,1,780
152,1,680
153,1,2200
154,1,24300
155,1,8510
156,1,969
157,1,14519
158,1,4150
159,1,40
160,1,1589
161,1,250
162,1,784369
163,1,340
164,1,270
165,1,490
166,1,4590
167,1,110
168,1,19430
169,1,220
170,1,220
171,1,2000
172,1,1939
173,1,80
174,1,5210
175,1,120
176,1,160
177,1,340
178,1,8000
179,1,240
180,1,380
181,1,30329
182,1,5059
183,1,19500
184,1,570
185,1,160
186,1,8440
187,1,142900
188,1,640
189,1,3529
190,1,10960
191,1,960
192,1,39779
193,1,40
194,1,4480
195,1,400
196,1,1550
197,1,40
198,1,22330
199,1,2970
200,1,300
201,1,360
202,1,8600
203,1,6520
204,1,1550
205,1,430
206,1,1380
207,1,480
208,1,3150
209,1,960
210,1,300
211,1,2920
212,1,290
213,1,2560
214,1,130
215,1,60
216,1,280
217,1,13610
218,1,5380
219,1,430
220,1,2840
221,1,520
222,1,4180
223,1,80
224,1,2500000
225,1,130
226,1,4080
227,1,57730
228,1,8990
229,1,170
230,1,350
231,1,380
232,1,40
233,1,470
234,1,9780
235,1,80
236,1,290
237,1,520
238,1,5280
239,1,370
240,1,350
241,1,7630
242,1,100
243,1,1450
244,1,43280
245,1,23370
246,1,2100
247,1,1660
248,1,650
249,1,360
250,1,300
251,1,3340
252,1,459
253,1,160
254,1,3650
255,1,60
256,1,350
257,1,36450
258,1,1010
259,1,180
260,1,579
261,1,1680
262,1,3320
263,1,180
264,1,1000
265,1,400
266,1,2110
267,1,340
268,1,430
269,1,15060
270,1,780
271,1,7400
272,1,40
273,1,3740
274,1,590
275,1,470
276,1,4020
277,1,1270
278,1,12460
279,1,200
280,1,1030
281,1,660
282,1,260
283,1,790
284,1,120
285,1,40
286,1,160
287,1,5190
288,1,2690
289,1,442739
290,1,5039
291,1,3630
292,1,10520
293,1,360
294,1,5480
295,1,229
296,1,17980
297,1,560
298,1,2500000
299,1,17650
300,1,60370
301,1,1550
302,1,40
303,1,330
304,1,1380
305,1,240
306,1,1520
307,1,380
