0,1,42199
1,1,6300
2,1,54820
3,1,800
4,1,106480
5,1,4840
6,1,2960
7,1,5320
8,1,50160
9,1,12200
10,1,98560
11,1,7780
12,1,17120
13,1,2480
14,1,800
15,1,55100
16,1,2320
17,1,10260
18,1,117640
19,1,1196120
20,1,6159
21,1,1820
22,1,8840
23,1,2800
24,1,12800
25,1,15359
26,1,5760
27,1,258419
28,1,162320
29,1,47199
30,1,23280
31,1,400
32,1,27860
33,1,34280
34,1,109240
35,1,5220
36,1,25680
37,1,400
38,1,26559
39,1,2600
40,1,4000
41,1,16720
42,1,26380
43,1,8000
44,1,7440
45,1,7420
46,1,1700
47,1,1120
48,1,400
49,1,9840
50,1,35120
51,1,12280
52,1,2720
53,1,4020
54,1,400
55,1,5040
56,1,2920
57,1,14639
58,1,400
59,1,34880
60,1,15240
61,1,43899
62,1,1600
63,1,1120
64,1,526079
65,1,5999
66,1,17960
67,1,17159
68,1,5320
69,1,3500
70,1,6900
71,1,40080
72,1,5680
73,1,100699
74,1,29200
75,1,17220
76,1,1700
77,1,28400
78,1,400
79,1,47960
80,1,18800
81,1,57280
82,1,14319
83,1,28280
84,1,3360
85,1,33340
86,1,49620
87,1,43099
88,1,4160
89,1,248840
90,1,31980
91,1,43940
92,1,13319
93,1,26900
94,1,46220
95,1,33320
96,1,4340
97,1,7040
98,1,98819
99,1,17820
100,1,28540
101,1,50960
102,1,19740
103,1,7520
104,1,1760
105,1,34900
106,1,13519
107,1,3560
108,1,18960
109,1,6660
110,1,29720
111,1,77660
112,1,21440
113,1,1120
114,1,16680
115,1,8159
116,1,3200
117,1,3500
118,1,61960
119,1,7040
120,1,3020
121,1,2300
122,1,30100
123,1,13500
124,1,2560
125,1,1120
126,1,9920
127,1,7780
128,1,5340
129,1,56079
130,1,800
131,1,1600
132,1,12780
133,1,8840
134,1,2560
135,1,19720
136,1,27440
137,1,6859
138,1,17859
139,1,545940
140,1,7140
141,1,88840
142,1,76820
143,1,27520
144,1,25160
145,1,26339
146,1,4860
147,1,20080
148,1,37140
149,1,1600
150,1,64960
151,1,40520
152,1,60560
153,1,23520
154,1,3320
155,1,7520
156,1,7680
157,1,11280
158,1,9280
159,1,55879
160,1,41080
161,1,3060
162,1,2320
163,1,56360
164,1,2720
165,1,6480
166,1,10340
167,1,3000
168,1,15120
169,1,23680
170,1,7860
171,1,9200
172,1,3659
173,1,3479
174,1,38600
175,1,37940
176,1,1079940
177,1,30000
178,1,41540
179,1,6600
180,1,10399
181,1,13800
182,1,22900
183,1,105280
184,1,7800
185,1,462040
186,1,2160
187,1,4800
188,1,370240
189,1,9040
190,1,8740
191,1,22040
192,1,204700
193,1,400
194,1,11200
195,1,22880
196,1,6000
197,1,3859
198,1,20480
199,1,27260
200,1,19559
201,1,2020
202,1,7280
203,1,8440
204,1,1120
205,1,2320
206,1,95960
207,1,10260
208,1,7960
209,1,17920
210,1,1300
211,1,15040
212,1,43040
213,1,2240
214,1,22180
215,1,2560
216,1,3840
217,1,20220
218,1,22900
219,1,92600
220,1,27760
221,1,22580
222,1,2620
223,1,3120
224,1,1240
225,1,46419
226,1,8080
227,1,4800
228,1,50760
229,1,7280
230,1,19839
231,1,2201500
232,1,2840
233,1,9600
234,1,23960
235,1,13360
236,1,56540
237,1,24500
238,1,8200
239,1,4820
240,1,40100
241,1,90880
242,1,400
243,1,7059
244,1,29959
245,1,3920
246,1,2560
247,1,3440
248,1,262780
249,1,9600
250,1,2320
251,1,26280
252,1,151940
253,1,17220
254,1,5720
255,1,400
256,1,61819
257,1,5700
258,1,3040
259,1,9360
260,1,16260
261,1,10160
262,1,13080
263,1,2340
264,1,136580
265,1,38840
266,1,22500
267,1,7800
268,1,5120
269,1,211860
270,1,71700
271,1,4160
272,1,201800
273,1,5760
274,1,22039
275,1,16220
276,1,11860
277,1,3360
278,1,5800
279,1,1120
280,1,296620
281,1,5120
282,1,719
283,1,10860
284,1,3160
285,1,4240
286,1,6820
287,1,719
288,1,9640
289,1,42479
290,1,72120
291,1,17880
292,1,16560
293,1,27740
294,1,621999
295,1,13819
296,1,6220
297,1,83340
298,1,14460
299,1,18420
300,1,9800
301,1,13980
302,1,1879
303,1,4520
304,1,45560
305,1,2640
306,1,10960
307,1,19320
308,1,6160
309,1,48500
310,1,2640
311,1,132120
312,1,20720
313,1,400
314,1,400
315,1,11680
316,1,9200
317,1,20559
318,1,2240
319,1,9119
320,1,104740
321,1,15960
322,1,13000
323,1,1200
324,1,21239
325,1,9080
326,1,4080
327,1,27239
328,1,41400
329,1,14339
330,1,10320
331,1,20400
332,1,7539
333,1,12960
334,1,9420
335,1,11620
336,1,10059
337,1,5340
338,1,5920
339,1,62640
340,1,27239
341,1,8820
342,1,14100
343,1,44380
344,1,1760
345,1,38820
346,1,69700
347,1,6680
348,1,9120
349,1,1040
350,1,22760
351,1,11840
352,1,5400
353,1,9740
354,1,18839
355,1,400
356,1,132980
357,1,3040
358,1,11220
359,1,6800
360,1,53040
361,1,1120
362,1,22460
363,1,19780
364,1,28559
365,1,9140
366,1,9200
367,1,400
368,1,18980
369,1,400
370,1,261120
371,1,10980
372,1,27439
373,1,22000
374,1,75600
375,1,7440
376,1,3759
377,1,1520
378,1,6459
379,1,361700
380,1,374360
381,1,6559
382,1,800
383,1,76620
384,1,25720
385,1,8440
386,1,18700
387,1,1680
388,1,278539
389,1,10740
390,1,45840
391,1,165760
392,1,400
393,1,15320
394,1,628520
395,1,24360
396,1,309480
397,1,4520
398,1,4080
399,1,284920
400,1,12240
401,1,3200
402,1,91320
403,1,719
404,1,834620
405,1,111280
406,1,2880
407,1,14940
408,1,6259
409,1,3520
410,1,2200
411,1,217700
412,1,3500
413,1,43580
414,1,8300
415,1,1465059
416,1,37360
417,1,31320
418,1,2079
419,1,5480
420,1,22960
421,1,14700
422,1,19440
423,1,10940
424,1,11600
425,1,14320
426,1,9420
427,1,5360
428,1,60200
429,1,1839
430,1,25440
431,1,2020
432,1,400
433,1,10300
434,1,4560
435,1,81000
436,1,10400
437,1,2400
438,1,33280
439,1,6620
440,1,4180
441,1,7140
442,1,4920
443,1,611079
444,1,400
445,1,8880
446,1,12860
447,1,45820
448,1,39020
449,1,9840
450,1,38400
451,1,400
452,1,19960
453,1,2640
454,1,12760
455,1,5940
456,1,1120
457,1,7519
458,1,1439
459,1,4440
460,1,13419
461,1,13440
462,1,1299560
463,1,7639
464,1,21200
465,1,4200
466,1,60320
